mockup_id,page_id,state_id,page_name,state_name,visual_type,file_path,canonical_dp,pixel_size,density,design_system_version,release_id,status,sha256,approved_by,approved_at,functional_scope_note
M-ME-002-S04,ME-002,ME-002-S04,我的发布,已发布,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S04__PUBLISHED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,76629c0de96a28ce0a33d21c64e87420cb3381a738de3967e6d1bf5877d5d3e3,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-002-S05,ME-002,ME-002-S05,我的发布,已驳回,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S05__REJECTED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,4cc6cadca4d49ff4f1510e962404649782689cd55b8e032d939a60e5688d867e,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-002-S06,ME-002,ME-002-S06,我的发布,已下架,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S06__OFFLINE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,e644be2873aecb5f175c6673d2af09dab537f023fdc82feee1fe312e7717601a,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-002-S07,ME-002,ME-002-S07,我的发布,无项目,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S07__EMPTY__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,758b36312845402fd7d8d6b6191651979c9671f7678527f77f44f825d4bdc324,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-002-S08,ME-002,ME-002-S08,我的发布,加载更多,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S08__PAGINATING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,77846824fe6391af274a03ae459f85ef0c2e6bd79ffb9368741b2956c66e18ed,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-002-S09,ME-002,ME-002-S09,我的发布,加载更多失败,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S09__PAGINATION_FAILED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,df4bfaa831038896953b563f71d7c022f6c510f88fbebf693fc24c372376b777,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-002-S10,ME-002,ME-002-S10,我的发布,离线缓存,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S10__OFFLINE_CACHED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,aa164841d1ceb0d4edb2f822134af751ecb35e7b214147a76ca4d2eb0c6191b4,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-002-S11,ME-002,ME-002-S11,我的发布,列表失败,PAGE,ui/mockups/approved/V1.2.0/ME-002/M-ME-002-S11__ERROR__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,265ba8d0dd5d8b0dd3635fb1dc20df53b6f8ef9565438fcbe45ddaa88818232f,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-OV-002-S01,ME-OV-002,ME-OV-002-S01,本人项目操作面板,待审核项目操作,OVERLAY,ui/mockups/approved/V1.2.0/ME-OV-002/M-ME-OV-002-S01__PENDING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,7ea5f77ecf5245abec8dd643870c6b0dea7f27200c9506d9d3ac6b7429eaf41c,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-OV-002-S02,ME-OV-002,ME-OV-002-S02,本人项目操作面板,已发布项目操作,OVERLAY,ui/mockups/approved/V1.2.0/ME-OV-002/M-ME-OV-002-S02__PUBLISHED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,61e061759c430332258a7e2eb54f1f13eb1d2cf56160fc09cffbee15d55fc58f,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-OV-002-S03,ME-OV-002,ME-OV-002-S03,本人项目操作面板,驳回项目操作,OVERLAY,ui/mockups/approved/V1.2.0/ME-OV-002/M-ME-OV-002-S03__REJECTED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,a8b18c94354178aa657ac92e764b3674a9db65c7cacc8eeaf8d2955ca0c082d8,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-OV-002-S04,ME-OV-002,ME-OV-002-S04,本人项目操作面板,下架项目操作,OVERLAY,ui/mockups/approved/V1.2.0/ME-OV-002/M-ME-OV-002-S04__OFFLINE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.2.0,APPROVED,2c33144651e1afe7fce296d7f49b8076118da40535680900cfda32b436fdea3b,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
