mockup_id,page_id,state_id,page_name,state_name,visual_type,file_path,canonical_dp,pixel_size,density,design_system_version,release_id,status,sha256,approved_by,approved_at,functional_scope_note
M-SYS-003-S07,SYS-003,SYS-003-S07,版本更新与下载状态,等待安装,PAGE,ui/mockups/approved/V1.4.0/SYS-003/M-SYS-003-S07__READY_TO_INSTALL__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,675bec65ac60f3176618837eb7f163834ca1aedfe3b4810e2585a00aae64b253,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-SYS-003-S08,SYS-003,SYS-003-S08,版本更新与下载状态,安装受阻,PAGE,ui/mockups/approved/V1.4.0/SYS-003/M-SYS-003-S08__INSTALL_BLOCKED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,ad4cb5c8ce66da8f330c5c0680d51c6a5205ee2aef0ee509a35073b9d9516754,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-SYS-OV-001-S01,SYS-OV-001,SYS-OV-001-S01,可选更新弹窗,可选更新,SYSTEM_OVERLAY,ui/mockups/approved/V1.4.0/SYS-OV-001/M-SYS-OV-001-S01__DEFAULT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,146ead3dae4e03327c5e12e5fcdf13acc67676b980c91952987929464026eee4,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-SYS-OV-001-S02,SYS-OV-001,SYS-OV-001-S02,可选更新弹窗,下载中,SYSTEM_OVERLAY,ui/mockups/approved/V1.4.0/SYS-OV-001/M-SYS-OV-001-S02__DOWNLOADING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,f9086d2bb0caab582c94ff3de1c8b95fb98bb5cc7bae1d4d2df014b930505525,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-SYS-OV-001-S03,SYS-OV-001,SYS-OV-001-S03,可选更新弹窗,下载失败,SYSTEM_OVERLAY,ui/mockups/approved/V1.4.0/SYS-OV-001/M-SYS-OV-001-S03__FAILED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,dcf62920d65ab02abe81ca423a98131cb5b30123ecb8e6e48a421ceb27e416d5,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-SYS-OV-002-S01,SYS-OV-002,SYS-OV-002-S01,强制更新弹窗,强制更新,SYSTEM_OVERLAY,ui/mockups/approved/V1.4.0/SYS-OV-002/M-SYS-OV-002-S01__DEFAULT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,3a7aa2f24cd65fc9af6338dd4b2dadca871abef167ce013ab21c89ae2a3f85ce,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-SYS-OV-002-S02,SYS-OV-002,SYS-OV-002-S02,强制更新弹窗,强制更新下载中,SYSTEM_OVERLAY,ui/mockups/approved/V1.4.0/SYS-OV-002/M-SYS-OV-002-S02__DOWNLOADING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,240d849834131f3a7655c8ecdeaadcaae2d4541c881a440209d85eac909be80b,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-SYS-OV-002-S03,SYS-OV-002,SYS-OV-002-S03,强制更新弹窗,强制更新失败,SYSTEM_OVERLAY,ui/mockups/approved/V1.4.0/SYS-OV-002/M-SYS-OV-002-S03__FAILED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,50a37d5a00d83bd4d577e668d0bcae56798cdf22cbb51fea2d7c21f6b37a5f50,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-012-S02,ME-012,ME-012-S02,关于商推客,检查更新,PAGE,ui/mockups/approved/V1.4.0/ME-012/M-ME-012-S02__CHECKING_UPDATE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,aca86335d5bcb673f76469f4371a33fb15dd61f073a6d8524211c35a8828ccde,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-012-S03,ME-012,ME-012-S03,关于商推客,已是最新版,PAGE,ui/mockups/approved/V1.4.0/ME-012/M-ME-012-S03__UP_TO_DATE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,0adcd111f2085d0c8b94eae9bdc97b21415e03053ed2a25348c43d15b2295e9e,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-012-S04,ME-012,ME-012-S04,关于商推客,发现更新,PAGE,ui/mockups/approved/V1.4.0/ME-012/M-ME-012-S04__UPDATE_AVAILABLE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,8ce9788aa47db8d72f0423ae666eb90b7b14ab379a2567bee2b3f9295c54b5cb,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-012-S05,ME-012,ME-012-S05,关于商推客,检查失败,PAGE,ui/mockups/approved/V1.4.0/ME-012/M-ME-012-S05__CHECK_FAILED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.4.0,APPROVED,9e977522c1daa31f52ff430a61980c6b10cc1c41860e00a01a1e8b4f93992db6,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
