mockup_id,page_id,state_id,page_name,state_name,visual_type,file_path,canonical_dp,pixel_size,density,design_system_version,release_id,status,sha256,approved_by,approved_at,functional_scope_note
M-ME-004-S01,ME-004,ME-004-S01,会员中心展示,会员加载,PAGE,ui/mockups/approved/V1.3.0/ME-004/M-ME-004-S01__LOADING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,ec86cbe3ae677e9ee3115648bd743a66b897dfcc5e14d3405a8259cf1853b434,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-004-S02,ME-004,ME-004-S02,会员中心展示,未开通,PAGE,ui/mockups/approved/V1.3.0/ME-004/M-ME-004-S02__INACTIVE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,1733f3e4120d540b5b0662346fea5ab2a2af5de0502e822dde303f0a15e1fc7b,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-004-S03,ME-004,ME-004-S03,会员中心展示,有效会员,PAGE,ui/mockups/approved/V1.3.0/ME-004/M-ME-004-S03__ACTIVE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,2b83c40ee6067816e999847a7543ac424e025f5d43a6f57083e31afcb96ee650,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-004-S04,ME-004,ME-004-S04,会员中心展示,已过期,PAGE,ui/mockups/approved/V1.3.0/ME-004/M-ME-004-S04__EXPIRED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,0b1c4c4477c9372c93115d3f0fa32296fb524fac24b950313c4564ed2530656e,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-004-S05,ME-004,ME-004-S05,会员中心展示,会员加载失败,PAGE,ui/mockups/approved/V1.3.0/ME-004/M-ME-004-S05__ERROR__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,32c3a28acc02bf2faf37be70742f9baf0becb9137a61caff0b4cb3ac09943de6,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-005-S01,ME-005,ME-005-S01,账户余额展示,账户加载,PAGE,ui/mockups/approved/V1.3.0/ME-005/M-ME-005-S01__LOADING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,7d7fc65ec9221a3bae54848e02b43230a49cee53b74a5f9de1f61616276c23b4,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-005-S02,ME-005,ME-005-S02,账户余额展示,只读余额,PAGE,ui/mockups/approved/V1.3.0/ME-005/M-ME-005-S02__CONTENT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,dd872ad3a3cea402cc08589fe4bd94d43292cf5c4d6a72c58c2178df1702b60e,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-005-S03,ME-005,ME-005-S03,账户余额展示,账户加载失败,PAGE,ui/mockups/approved/V1.3.0/ME-005/M-ME-005-S03__ERROR__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,40237f564bfca96787e3b913bafc24a5eae63936cbe634d99fd59f48daf701d1,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-006-S01,ME-006,ME-006-S01,道具中心展示,道具加载,PAGE,ui/mockups/approved/V1.3.0/ME-006/M-ME-006-S01__LOADING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,23a26936eeadcd6a02adaace513f39760ee7e6ca392da064c02bc4e03f7e4d31,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-006-S02,ME-006,ME-006-S02,道具中心展示,道具展示,PAGE,ui/mockups/approved/V1.3.0/ME-006/M-ME-006-S02__CONTENT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,82260fe926ec184167ec85f40c45ec31986a62785fd49ecb97a2ad5cfa5ce8d5,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-006-S03,ME-006,ME-006-S03,道具中心展示,无展示道具,PAGE,ui/mockups/approved/V1.3.0/ME-006/M-ME-006-S03__EMPTY__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,286d93a61646046a87cc82399b691d46987b9d5b1fb6a9ef46140f53ac99023e,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-006-S04,ME-006,ME-006-S04,道具中心展示,离线缓存,PAGE,ui/mockups/approved/V1.3.0/ME-006/M-ME-006-S04__OFFLINE_CACHED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,3b13aec2907d409f168526950f8a8385172506b63b5814bc62c578b4d513ee81,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-006-S05,ME-006,ME-006-S05,道具中心展示,道具加载失败,PAGE,ui/mockups/approved/V1.3.0/ME-006/M-ME-006-S05__ERROR__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,b6c9abd9812f61b687fa483d873db97f8011fd774aad1faaddd31fdf86d7686b,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-007-S01,ME-007,ME-007-S01,浏览记录占位,浏览记录未开放,PAGE,ui/mockups/approved/V1.3.0/ME-007/M-ME-007-S01__SCOPE_PLACEHOLDER__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,7435dc425ab8ee49bb01560492cc414c7493fa66a1a266a0d314df1d6185a932,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-008-S01,ME-008,ME-008-S01,收藏占位,收藏未开放,PAGE,ui/mockups/approved/V1.3.0/ME-008/M-ME-008-S01__SCOPE_PLACEHOLDER__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,029169f8b0d4fa9dbd8c6ed168d3aaa0989d63a851ad68a8b4847de7a2b8aa15,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-009-S01,ME-009,ME-009-S01,实名认证占位,实名认证未开放,PAGE,ui/mockups/approved/V1.3.0/ME-009/M-ME-009-S01__SCOPE_PLACEHOLDER__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,13336adf3d0d51e3cd80c4724d816dd36b565170125aa0526eea681a92193969,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-010-S01,ME-010,ME-010-S01,联系客服,客服配置加载,PAGE,ui/mockups/approved/V1.3.0/ME-010/M-ME-010-S01__LOADING__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,b65137f3f7dc56b3bbb5bbb12706006a397e6050303547b6bc01a2f7bc5da688,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-010-S02,ME-010,ME-010-S02,联系客服,客服信息,PAGE,ui/mockups/approved/V1.3.0/ME-010/M-ME-010-S02__CONTENT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,47a2dd48de5553ddbdb46eb8dfc7172037caba535520e09d4c6aa9d611b133b2,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-010-S03,ME-010,ME-010-S03,联系客服,复制成功,PAGE,ui/mockups/approved/V1.3.0/ME-010/M-ME-010-S03__COPY_SUCCESS__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,5462fac806cf11805a83da8133203d40fb265d12aa4d827948c88f020ac7ef70,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-010-S04,ME-010,ME-010-S04,联系客服,外部应用不可用,PAGE,ui/mockups/approved/V1.3.0/ME-010/M-ME-010-S04__APP_UNAVAILABLE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,0bc63af8b5d79f380137cdbd11e710251c8f7ef95297d04a3020081f2e527b3b,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-010-S05,ME-010,ME-010-S05,联系客服,配置失败,PAGE,ui/mockups/approved/V1.3.0/ME-010/M-ME-010-S05__ERROR__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,4d789217705f814ae3bc1e667fb6bbdd0cb72eb873a956aee462c78594db65d3,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-011-S01,ME-011,ME-011-S01,设置,设置列表,PAGE,ui/mockups/approved/V1.3.0/ME-011/M-ME-011-S01__CONTENT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,210e699a76ade5697c9fc905085f0b8637aa97da3d1f43256d2cf845d467502b,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-011-S02,ME-011,ME-011-S02,设置,清理缓存中,PAGE,ui/mockups/approved/V1.3.0/ME-011/M-ME-011-S02__CLEARING_CACHE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,8f1f35dbf7d90eb72d596ea4f27c058f6ef2246ffd654370b5b0ac6536408d72,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-011-S03,ME-011,ME-011-S03,设置,清理成功,PAGE,ui/mockups/approved/V1.3.0/ME-011/M-ME-011-S03__CACHE_CLEARED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,9b07bfbf9fdff0b3a18162b291aeb0f21954afa55d49d90a433961efaa51b672,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-011-S04,ME-011,ME-011-S04,设置,清理失败,PAGE,ui/mockups/approved/V1.3.0/ME-011/M-ME-011-S04__CACHE_CLEAR_FAILED__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,34864b18551d0dcb9f8f4976f1b9f0abb2fb2ad11de88eddb658c6c984c9b06f,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-011-S05,ME-011,ME-011-S05,设置,离线设置,PAGE,ui/mockups/approved/V1.3.0/ME-011/M-ME-011-S05__OFFLINE__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,78e41a6c51c8026ebc0632d8cbe5cd99a0db2cb159ee64ed598d8b253c7f71d1,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
M-ME-012-S01,ME-012,ME-012-S01,关于商推客,关于信息,PAGE,ui/mockups/approved/V1.3.0/ME-012/M-ME-012-S01__CONTENT__1170x2532.png,390x844,1170x2532,3.0,STK-DS-1.0,V1.3.0,APPROVED,b7f08bc9c718f4ea2e8c4c3a03e2d09cbdf127a47b6a3da5e982b459e573e270,OpenAI contract-constrained deterministic visual QA,2026-08-05T04:49:03.034445+00:00,视觉按图；功能只以 Feature/Interaction/API 合同为准；示例文字不扩展功能
