state_id,page_id,page_name,state_name,original_release,implementation_version,reference_path,sha256,visual_role,blocking_visual_gate
AUTH-002-S02,AUTH-002,注册,输入聚焦,V1.0.0,V1.0.0,visual/states/AUTH-002-S02.png,de71d0f0cc71f63e5645956f9b78b17cd33457139ec15717ada130aa417db3fa,REFERENCE_APPROVED,NO
AUTH-002-S03,AUTH-002,注册,手机号已注册,V1.0.0,V1.0.0,visual/states/AUTH-002-S03.png,9b5d7b07ef21391b4c8180af8199a5958419f80f844b42aaf6d99d2f3c3e6f49,REFERENCE_APPROVED,NO
AUTH-002-S04,AUTH-002,注册,两次密码不一致,V1.0.0,V1.0.0,visual/states/AUTH-002-S04.png,47f5e7ccaa1507f1d1c4e349bc790475a8a1cda189857e15afaaa5e26b2e2ea1,REFERENCE_APPROVED,NO
AUTH-002-S05,AUTH-002,注册,未同意协议,V1.0.0,V1.0.0,visual/states/AUTH-002-S05.png,81421b6b690b38d5f7e9c298c12c548bccac09ee25cf80449aef696a2f075bff,REFERENCE_APPROVED,NO
AUTH-002-S06,AUTH-002,注册,其他校验错误,V1.0.0,V1.0.0,visual/states/AUTH-002-S06.png,eb2b7fbc1953d26e76e05c53051b554a9ef5b7301be41319b06599cff5bcadff,REFERENCE_APPROVED,NO
AUTH-002-S07,AUTH-002,注册,等待安全验证码,V1.0.0,V1.0.0,visual/states/AUTH-002-S07.png,aaf6c48807604ba24bcc24b902e4cc675574393d4888e6548e020d996c16eba8,REFERENCE_APPROVED,NO
AUTH-002-S08,AUTH-002,注册,注册提交中,V1.0.0,V1.0.0,visual/states/AUTH-002-S08.png,e6ed4b18b00b38ef57c554e7c0069e3487e25c2fa5bfd524ff79d5053bdeb251,REFERENCE_APPROVED,NO
AUTH-002-S09,AUTH-002,注册,注册成功,V1.0.0,V1.0.0,visual/states/AUTH-002-S09.png,30c5fc2b1e6ec6794c9bf16ff442c20fb1ab2aff2f8def09d5367c4841f51d07,REFERENCE_APPROVED,YES
AUTH-002-S10,AUTH-002,注册,注册限流,V1.0.0,V1.0.0,visual/states/AUTH-002-S10.png,29de7b18fddd321ab31f5cbd0ef6b746d2eae7b58ba513a882035494f9796e92,REFERENCE_APPROVED,NO
AUTH-002-S11,AUTH-002,注册,网络错误,V1.0.0,V1.0.0,visual/states/AUTH-002-S11.png,632297ae555c3e6efa76dfd5f553f75bdbb3c018f140c30dfcdd9ab1cd32fab7,REFERENCE_APPROVED,NO
AUTH-002-S12,AUTH-002,注册,注册失败,V1.0.0,V1.0.0,visual/states/AUTH-002-S12.png,e3f36ab19fbaa3e6b2adccd1e58e4889d470fdde6350ff686eb8a3282452aa62,REFERENCE_APPROVED,NO
AUTH-004-S01,AUTH-004,用户协议,协议加载,V1.0.0,V1.0.0,visual/states/AUTH-004-S01.png,49cfe7cd712aa415cf88c253d43f762af58aea12442cdf4b3c30fb30697808de,REFERENCE_APPROVED,NO
AUTH-004-S02,AUTH-004,用户协议,协议正文,V1.0.0,V1.0.0,visual/states/AUTH-004-S02.png,155505cc8fae32c6c4afef1cb258ecb5e30fceba8bacb8693abfc3cb950647dd,REFERENCE_APPROVED,NO
AUTH-004-S03,AUTH-004,用户协议,离线缓存,V1.0.0,V1.0.0,visual/states/AUTH-004-S03.png,82b8bf70671bd7238ceee755e5eb36826a41616b8ac49a8d9b68275f1242c9e0,REFERENCE_APPROVED,NO
AUTH-004-S04,AUTH-004,用户协议,加载失败,V1.0.0,V1.0.0,visual/states/AUTH-004-S04.png,ff571155e9efd5b0583db47b51f7a7d9332d8d22666cac320ab070fa0733ce95,REFERENCE_APPROVED,NO
AUTH-005-S01,AUTH-005,隐私政策,政策加载,V1.0.0,V1.0.0,visual/states/AUTH-005-S01.png,65b12c726954503b0ad4492bd358362b1a3f81a6971339e2d34c2b178e2be607,REFERENCE_APPROVED,NO
AUTH-005-S02,AUTH-005,隐私政策,政策正文,V1.0.0,V1.0.0,visual/states/AUTH-005-S02.png,0706cc427790d31426bb83ebe50ed4771857011f58d3fcf9fe14e3066a3736bd,REFERENCE_APPROVED,NO
AUTH-005-S03,AUTH-005,隐私政策,离线缓存,V1.0.0,V1.0.0,visual/states/AUTH-005-S03.png,9fc4df9da5587d9d3b866a309f8a51fd9813e0e11f5bf6ccfae3c9e9135eaf7a,REFERENCE_APPROVED,NO
AUTH-005-S04,AUTH-005,隐私政策,加载失败,V1.0.0,V1.0.0,visual/states/AUTH-005-S04.png,71cf706f550c1c9da239172ebff29aa669876bbd37d16f17aedc163c67f8aeb5,REFERENCE_APPROVED,NO
AUTH-OV-001-S01,AUTH-OV-001,安全验证码弹窗,验证码加载,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S01.png,f5c9eadd3ac8d328f00153e0e23676cff595ec445bf7ad9eef31b0f30bc41cd9,REFERENCE_APPROVED,NO
AUTH-OV-001-S02,AUTH-OV-001,安全验证码弹窗,等待输入,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S02.png,3bc6429b658b53997504b59c0369d57e3860c11536fbb3f0beb52d80d99d0355,REFERENCE_APPROVED,YES
AUTH-OV-001-S03,AUTH-OV-001,安全验证码弹窗,输入错误,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S03.png,2a184ead639846b94c47ee2cdef24f0b7df2c19f9ef8d77988768a26fe7e8d40,REFERENCE_APPROVED,NO
AUTH-OV-001-S04,AUTH-OV-001,安全验证码弹窗,验证码已过期,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S04.png,44eb551ebb88bad08dd87ed6a4be97b3e479601da2cf85c63e90464797c8b92a,REFERENCE_APPROVED,NO
AUTH-OV-001-S05,AUTH-OV-001,安全验证码弹窗,刷新中,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S05.png,1775263e7340b07a36ae7a2592d1fc03d426c3c797be16084b797aecd6188bf1,REFERENCE_APPROVED,NO
AUTH-OV-001-S06,AUTH-OV-001,安全验证码弹窗,验证中,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S06.png,363c9b5a56f433af9c25e51ca7efb3accf739d8a1f6a8fcc68c6b715ed6b6bdf,REFERENCE_APPROVED,NO
AUTH-OV-001-S07,AUTH-OV-001,安全验证码弹窗,验证成功,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S07.png,10f694d2fb0732062b2f81ccaea2b8c19f3e8fe7ead6fa944366b56adc72e55a,REFERENCE_APPROVED,NO
AUTH-OV-001-S08,AUTH-OV-001,安全验证码弹窗,验证码网络失败,V1.0.0,V1.0.0,visual/states/AUTH-OV-001-S08.png,e2d3dc2f302002f31703234be3af10de9100961d7179681872f45d32fcac62bd,REFERENCE_APPROVED,NO
AUTH-OV-002-S01,AUTH-OV-002,账号与风控提示,登录暂时锁定,V1.0.0,V1.0.0,visual/states/AUTH-OV-002-S01.png,d05ac8ef699b726f5179fc14866aeb2bc09e61dfd6cb5a052e280037b1db4c6b,REFERENCE_APPROVED,NO
AUTH-OV-002-S02,AUTH-OV-002,账号与风控提示,账号被禁用,V1.0.0,V1.0.0,visual/states/AUTH-OV-002-S02.png,fa732ee4cb7290ba5a49395b8572d35c196b6204338df091fb95c50873e700b0,REFERENCE_APPROVED,NO
AUTH-OV-002-S03,AUTH-OV-002,账号与风控提示,需要人工核验,V1.0.0,V1.0.0,visual/states/AUTH-OV-002-S03.png,5d28972c780b0d40d368aa1f39c48d0bf0304cf877dda916c7fed18b54aad1cf,REFERENCE_APPROVED,NO
AUTH-OV-002-S04,AUTH-OV-002,账号与风控提示,登录方式暂不可用,V1.0.0,V1.0.0,visual/states/AUTH-OV-002-S04.png,279f92dd785dcb83cf2cfe7653e733ab5e59d61b3ced8b928484469b5ebff27d,REFERENCE_APPROVED,NO
HOME-001-S07,HOME-001,首页项目流,暂无项目,V1.0.0,V1.0.0,visual/states/HOME-001-S07.png,0ff2fdafcf3d847c4b9f1a2fdcd16aee68f0c057f26fed1a50ad9f9aaf30c5f9,REFERENCE_APPROVED,YES
HOME-001-S13,HOME-001,首页项目流,登录过期,V1.0.0,V1.0.0,visual/states/HOME-001-S13.png,5643f69ac4f2e19e16f01ac0ab788588c49990f71eaec9ad067af384530db82e,REFERENCE_APPROVED,NO
ME-001-S01,ME-001,我的,资料加载,V1.0.0,V1.0.0,visual/states/ME-001-S01.png,0ac13e10ee75dac2c99e245d422a0a007895c2838c6028cd3d7a4a2d556d7931,REFERENCE_APPROVED,NO
ME-001-S02,ME-001,我的,V1 基础资料,V1.0.0,V1.0.0,visual/states/ME-001-S02.png,5273499be9706bd44262bb9bacd7d20d82e52d620467789f248a3c7cdfe3fcc1,REFERENCE_APPROVED,YES
ME-001-S07,ME-001,我的,资料加载失败,V1.0.0,V1.0.0,visual/states/ME-001-S07.png,996303fb00c51ba0f0c235b6cf023ee67676e2d560d31c964f7079a73ce02359,REFERENCE_APPROVED,NO
ME-001-S08,ME-001,我的,登录过期,V1.0.0,V1.0.0,visual/states/ME-001-S08.png,3ae418b1a69435ce0ea19c9e0acab031835af95c11df91952e342e8d7554b199,REFERENCE_APPROVED,NO
ME-OV-001-S01,ME-OV-001,退出登录确认,确认退出,V1.0.0,V1.0.0,visual/states/ME-OV-001-S01.png,eb113325f84fb11f10d4206fb49195bc5bcf3c7930fcfdc9bc8ce5ce03fe006b,REFERENCE_APPROVED,YES
ME-OV-001-S02,ME-OV-001,退出登录确认,退出中,V1.0.0,V1.0.0,visual/states/ME-OV-001-S02.png,88fb9fad0457a9105af9169fb512a1fe49df5fa64a0a477fe7a25a7a336fec71,REFERENCE_APPROVED,NO
ME-OV-001-S03,ME-OV-001,退出登录确认,退出请求失败,V1.0.0,V1.0.0,visual/states/ME-OV-001-S03.png,c7b27544faa71b5dcbb02baebf5363510e6c5d6be8c696dd728a1d9363bb6759,REFERENCE_APPROVED,NO
