state_id,page_id,page_name,state_name,original_release,implementation_version,reference_path,sha256,visual_role,blocking_visual_gate
ME-006-S01,ME-006,道具中心展示,道具加载,V1.3.0,V1.3.0,visual/states/ME-006-S01.png,23a26936eeadcd6a02adaace513f39760ee7e6ca392da064c02bc4e03f7e4d31,REFERENCE_APPROVED,NO
ME-006-S02,ME-006,道具中心展示,道具展示,V1.3.0,V1.3.0,visual/states/ME-006-S02.png,82260fe926ec184167ec85f40c45ec31986a62785fd49ecb97a2ad5cfa5ce8d5,REFERENCE_APPROVED,YES
ME-006-S03,ME-006,道具中心展示,无展示道具,V1.3.0,V1.3.0,visual/states/ME-006-S03.png,286d93a61646046a87cc82399b691d46987b9d5b1fb6a9ef46140f53ac99023e,REFERENCE_APPROVED,NO
ME-006-S04,ME-006,道具中心展示,离线缓存,V1.3.0,V1.3.0,visual/states/ME-006-S04.png,3b13aec2907d409f168526950f8a8385172506b63b5814bc62c578b4d513ee81,REFERENCE_APPROVED,NO
ME-006-S05,ME-006,道具中心展示,道具加载失败,V1.3.0,V1.3.0,visual/states/ME-006-S05.png,b6c9abd9812f61b687fa483d873db97f8011fd774aad1faaddd31fdf86d7686b,REFERENCE_APPROVED,NO
ME-007-S01,ME-007,浏览记录占位,浏览记录未开放,V1.3.0,V1.3.0,visual/states/ME-007-S01.png,7435dc425ab8ee49bb01560492cc414c7493fa66a1a266a0d314df1d6185a932,REFERENCE_APPROVED,NO
ME-008-S01,ME-008,收藏占位,收藏未开放,V1.3.0,V1.3.0,visual/states/ME-008-S01.png,029169f8b0d4fa9dbd8c6ed168d3aaa0989d63a851ad68a8b4847de7a2b8aa15,REFERENCE_APPROVED,NO
ME-009-S01,ME-009,实名认证占位,实名认证未开放,V1.3.0,V1.3.0,visual/states/ME-009-S01.png,13336adf3d0d51e3cd80c4724d816dd36b565170125aa0526eea681a92193969,REFERENCE_APPROVED,NO
ME-010-S01,ME-010,联系客服,客服配置加载,V1.3.0,V1.3.0,visual/states/ME-010-S01.png,b65137f3f7dc56b3bbb5bbb12706006a397e6050303547b6bc01a2f7bc5da688,REFERENCE_APPROVED,NO
ME-010-S02,ME-010,联系客服,客服信息,V1.3.0,V1.3.0,visual/states/ME-010-S02.png,47a2dd48de5553ddbdb46eb8dfc7172037caba535520e09d4c6aa9d611b133b2,REFERENCE_APPROVED,YES
ME-010-S03,ME-010,联系客服,复制成功,V1.3.0,V1.3.0,visual/states/ME-010-S03.png,5462fac806cf11805a83da8133203d40fb265d12aa4d827948c88f020ac7ef70,REFERENCE_APPROVED,NO
ME-010-S04,ME-010,联系客服,外部应用不可用,V1.3.0,V1.3.0,visual/states/ME-010-S04.png,0bc63af8b5d79f380137cdbd11e710251c8f7ef95297d04a3020081f2e527b3b,REFERENCE_APPROVED,NO
ME-010-S05,ME-010,联系客服,配置失败,V1.3.0,V1.3.0,visual/states/ME-010-S05.png,4d789217705f814ae3bc1e667fb6bbdd0cb72eb873a956aee462c78594db65d3,REFERENCE_APPROVED,NO
ME-011-S01,ME-011,设置,设置列表,V1.3.0,V1.3.0,visual/states/ME-011-S01.png,210e699a76ade5697c9fc905085f0b8637aa97da3d1f43256d2cf845d467502b,REFERENCE_APPROVED,YES
ME-011-S02,ME-011,设置,清理缓存中,V1.3.0,V1.3.0,visual/states/ME-011-S02.png,8f1f35dbf7d90eb72d596ea4f27c058f6ef2246ffd654370b5b0ac6536408d72,REFERENCE_APPROVED,NO
ME-011-S03,ME-011,设置,清理成功,V1.3.0,V1.3.0,visual/states/ME-011-S03.png,9b07bfbf9fdff0b3a18162b291aeb0f21954afa55d49d90a433961efaa51b672,REFERENCE_APPROVED,NO
ME-011-S04,ME-011,设置,清理失败,V1.3.0,V1.3.0,visual/states/ME-011-S04.png,34864b18551d0dcb9f8f4976f1b9f0abb2fb2ad11de88eddb658c6c984c9b06f,REFERENCE_APPROVED,NO
ME-011-S05,ME-011,设置,离线设置,V1.3.0,V1.3.0,visual/states/ME-011-S05.png,78e41a6c51c8026ebc0632d8cbe5cd99a0db2cb159ee64ed598d8b253c7f71d1,REFERENCE_APPROVED,NO
ME-012-S01,ME-012,关于商推客,关于信息,V1.3.0,V1.3.0,visual/states/ME-012-S01.png,b7f08bc9c718f4ea2e8c4c3a03e2d09cbdf127a47b6a3da5e982b459e573e270,REFERENCE_APPROVED,YES
ME-012-S02,ME-012,关于商推客,检查更新,V1.4.0,V1.4.0,visual/states/ME-012-S02.png,aca86335d5bcb673f76469f4371a33fb15dd61f073a6d8524211c35a8828ccde,REFERENCE_APPROVED,NO
ME-012-S03,ME-012,关于商推客,已是最新版,V1.4.0,V1.4.0,visual/states/ME-012-S03.png,0adcd111f2085d0c8b94eae9bdc97b21415e03053ed2a25348c43d15b2295e9e,REFERENCE_APPROVED,NO
ME-012-S04,ME-012,关于商推客,发现更新,V1.4.0,V1.4.0,visual/states/ME-012-S04.png,8ce9788aa47db8d72f0423ae666eb90b7b14ab379a2567bee2b3f9295c54b5cb,REFERENCE_APPROVED,NO
ME-012-S05,ME-012,关于商推客,检查失败,V1.4.0,V1.4.0,visual/states/ME-012-S05.png,9e977522c1daa31f52ff430a61980c6b10cc1c41860e00a01a1e8b4f93992db6,REFERENCE_APPROVED,NO
