state_id,page_id,page_name,state_name,original_release,implementation_version,reference_path,sha256,visual_role,blocking_visual_gate
HOME-001-S06,HOME-001,首页项目流,下一页失败,V1.0.0,V1.1.0,visual/states/HOME-001-S06.png,5e8d0b5e3b0f011bd41c8cfa9c341a47d47d958d38764e87101430af8ed36330,REFERENCE_APPROVED,NO
HOME-001-S08,HOME-001,首页项目流,离线缓存,V1.1.0,V1.1.0,visual/states/HOME-001-S08.png,e081cfb288b4952fada3d055c345f63fa7ca37a8a3b8441bb162a34fa69f9dff,REFERENCE_APPROVED,YES
HOME-001-S09,HOME-001,首页项目流,离线无缓存,V1.1.0,V1.1.0,visual/states/HOME-001-S09.png,bed6e4f5389f2b7e55b959b1d8e38193c5045bf78696a2cfd1454a14d6c0ad57,REFERENCE_APPROVED,NO
HOME-001-S10,HOME-001,首页项目流,网络错误,V1.0.0,V1.1.0,visual/states/HOME-001-S10.png,fc927d86dbc1b9e89c5da7fc8ef3979d0d065f03e490bc36a69029a9036c7e51,REFERENCE_APPROVED,NO
HOME-001-S11,HOME-001,首页项目流,请求超时,V1.0.0,V1.1.0,visual/states/HOME-001-S11.png,805c693823b768b3f5c8e208dc30cb1783b69f177d83826406b5a06e67c9449e,REFERENCE_APPROVED,NO
HOME-001-S12,HOME-001,首页项目流,服务异常,V1.0.0,V1.1.0,visual/states/HOME-001-S12.png,95bc3eeb8b90772dc4c416dbb28b55d6aa84ce0ffd3815f50696e7f6650b4948,REFERENCE_APPROVED,NO
HOME-002-S01,HOME-002,项目搜索,搜索默认,V1.1.0,V1.1.0,visual/states/HOME-002-S01.png,196cc5abf9bcc4f9093af7a8a6d72f52abdfe6e85f884db6827e1d10774a5653,REFERENCE_APPROVED,YES
HOME-002-S02,HOME-002,项目搜索,输入中,V1.1.0,V1.1.0,visual/states/HOME-002-S02.png,3e80c477946d17d029b1daedeac8960a0a7e42380b0da1faea221b258473712e,REFERENCE_APPROVED,NO
HOME-002-S03,HOME-002,项目搜索,搜索中,V1.1.0,V1.1.0,visual/states/HOME-002-S03.png,8e2f530e10312777aba3b7877f05e82acb532f17dc422afce296db25e470b645,REFERENCE_APPROVED,NO
HOME-002-S04,HOME-002,项目搜索,有结果,V1.1.0,V1.1.0,visual/states/HOME-002-S04.png,6825478442e06d721273f8e953999e4fddc47451514de54c8fe2a94af9d786d9,REFERENCE_APPROVED,YES
HOME-002-S05,HOME-002,项目搜索,无结果,V1.1.0,V1.1.0,visual/states/HOME-002-S05.png,30919f6aeee84a91130d09f08ac5d32b9302d466ebd154f9391527e329e16b65,REFERENCE_APPROVED,NO
HOME-002-S06,HOME-002,项目搜索,离线缓存结果,V1.1.0,V1.1.0,visual/states/HOME-002-S06.png,2a29a7764193fff00af0e312306261824c55c796ff11d25a2a984b5122ad3157,REFERENCE_APPROVED,NO
HOME-002-S07,HOME-002,项目搜索,搜索失败,V1.1.0,V1.1.0,visual/states/HOME-002-S07.png,e30d7a0d8120519859b79c4bff68cd63d5f60db8709abbff857cebf407a804c0,REFERENCE_APPROVED,NO
HOME-003-S01,HOME-003,项目分类筛选,分类列表,V1.1.0,V1.1.0,visual/states/HOME-003-S01.png,03af431181847eb1c93ff8102430f9390a1f22c2ed8dd932aca4c48fd9905e29,REFERENCE_APPROVED,YES
HOME-003-S02,HOME-003,项目分类筛选,选中分类,V1.1.0,V1.1.0,visual/states/HOME-003-S02.png,52031857626c2809e39004da1903f9fa2a85c2abb6a228b44fce3833a9fcee63,REFERENCE_APPROVED,NO
HOME-003-S03,HOME-003,项目分类筛选,无可用分类,V1.1.0,V1.1.0,visual/states/HOME-003-S03.png,192b75a84fa79881c53d6f298be715b15eb8cdcaebdd875603ac593bd595d693,REFERENCE_APPROVED,NO
HOME-003-S04,HOME-003,项目分类筛选,分类加载失败,V1.1.0,V1.1.0,visual/states/HOME-003-S04.png,021a107b36485a42e96ea2c4c68baba588348f857e7515b396c7bb9d747b68f8,REFERENCE_APPROVED,NO
HOME-004-S01,HOME-004,项目详情,详情加载,V1.0.0,V1.1.0,visual/states/HOME-004-S01.png,8ab9314d8be6316a8ac415532d080f4a12744cfbefd95295353974a6a24f94de,REFERENCE_APPROVED,NO
HOME-004-S02,HOME-004,项目详情,公开项目详情,V1.0.0,V1.1.0,visual/states/HOME-004-S02.png,b00ca891f5f717f98dbc25165073f05c13a54f3c0b37b4242d2e0ba64eb7e71f,REFERENCE_APPROVED,YES
HOME-004-S06,HOME-004,项目详情,离线缓存详情,V1.1.0,V1.1.0,visual/states/HOME-004-S06.png,70534798e5aff37582fc1936e81be23d3298c61dd61f2f447543485a5b57f84f,REFERENCE_APPROVED,NO
HOME-004-S07,HOME-004,项目详情,图片加载失败,V1.0.0,V1.1.0,visual/states/HOME-004-S07.png,2f750fac594a9d09dd1d64d30250c1061c34388a87ab870a831f01ed844a109a,REFERENCE_APPROVED,NO
HOME-004-S08,HOME-004,项目详情,项目不存在,V1.0.0,V1.1.0,visual/states/HOME-004-S08.png,5d1fa20e59623801cf5400c834fe6a312c00e055ae42581de77662b118f7ffc8,REFERENCE_APPROVED,NO
HOME-004-S09,HOME-004,项目详情,项目不可公开,V1.0.0,V1.1.0,visual/states/HOME-004-S09.png,1173dca770dc1dd11949672d948d694f6decac013cc5fe0ecee75f16c4e83c6f,REFERENCE_APPROVED,NO
HOME-004-S10,HOME-004,项目详情,详情网络错误,V1.0.0,V1.1.0,visual/states/HOME-004-S10.png,9a07b7794b0e3fc8b2c55ef1b3b4e0b885c61739ebd28d80a484b4152d777dac,REFERENCE_APPROVED,NO
HOME-004-S11,HOME-004,项目详情,详情服务异常,V1.0.0,V1.1.0,visual/states/HOME-004-S11.png,e6f3f5a34b5fa79a7c00708333564b781c7bba78b72c753eeb55f91dbfc5c585,REFERENCE_APPROVED,NO
HOME-OV-001-S01,HOME-OV-001,项目图片查看器,图片正常,V1.1.0,V1.1.0,visual/states/HOME-OV-001-S01.png,c7e628fdc7d6e39bc77c29dc521c7aa71460b64be1d2ea2fdcca864193d28cdf,REFERENCE_APPROVED,NO
HOME-OV-001-S02,HOME-OV-001,项目图片查看器,缩放查看,V1.1.0,V1.1.0,visual/states/HOME-OV-001-S02.png,b21952d83f63300aceb4c022c272b5bca94a4f8632b25bb351ad99633bf613f3,REFERENCE_APPROVED,YES
HOME-OV-001-S03,HOME-OV-001,项目图片查看器,单图加载失败,V1.1.0,V1.1.0,visual/states/HOME-OV-001-S03.png,7df26e85270461ccafd766ac53037223068de8d3fb2d74ae171c138d2cefc2cb,REFERENCE_APPROVED,NO
HOME-OV-002-S01,HOME-OV-002,联系方式操作面板,手机号操作,V1.1.0,V1.1.0,visual/states/HOME-OV-002-S01.png,b0dc59a8b861ae9f151a8079927486d409f341a5672bdbe72b2f5ad2a74828ce,REFERENCE_APPROVED,NO
HOME-OV-002-S02,HOME-OV-002,联系方式操作面板,微信操作,V1.1.0,V1.1.0,visual/states/HOME-OV-002-S02.png,e9de5e643ed5bb622a61f9d8f84201556dd5af426b35f87972cb9f19f1b73127,REFERENCE_APPROVED,YES
HOME-OV-002-S03,HOME-OV-002,联系方式操作面板,QQ 操作,V1.1.0,V1.1.0,visual/states/HOME-OV-002-S03.png,7332cbbfac91f927342c1eca6a1419bcd3259ffd18dac99b5343bb28be57e7d4,REFERENCE_APPROVED,NO
HOME-OV-002-S04,HOME-OV-002,联系方式操作面板,网址操作,V1.1.0,V1.1.0,visual/states/HOME-OV-002-S04.png,9a39d0a64a29e3096cc19409e081eb3b7bbc3b8ce7874e096171302169f63717,REFERENCE_APPROVED,NO
HOME-OV-002-S05,HOME-OV-002,联系方式操作面板,外链确认,V1.1.0,V1.1.0,visual/states/HOME-OV-002-S05.png,4ce0f1f672292788086e25618c59ee11b7ffc14d6d9085d327c868d9df67e0d5,REFERENCE_APPROVED,NO
HOME-OV-002-S06,HOME-OV-002,联系方式操作面板,应用未安装,V1.1.0,V1.1.0,visual/states/HOME-OV-002-S06.png,307de7a16f62eeb6e4aa77351f3f7a7f222d114d462585b30fd3f3aa8b7670e3,REFERENCE_APPROVED,NO
HOME-OV-002-S07,HOME-OV-002,联系方式操作面板,无效目标,V1.1.0,V1.1.0,visual/states/HOME-OV-002-S07.png,2dc4623d9432533eafea827f81e1f2697fb185be3646a181adf42ef6642a17c3,REFERENCE_APPROVED,NO
